[0.002] I: Not running on a Raspberry Pi.
== Lennox Winslow PS40
[207.74] I: Pausing for undefinedms
[207.741] I: Pausing for undefinedms
[207.743] I: Pausing for undefinedms
[207.743] I: Pausing for undefinedms
[207.744] I: Pausing for undefinedms
[207.745] I: Pausing for undefinedms
[207.747] I: Pausing for undefinedms
[207.748] I: Pausing for undefinedms
[207.749] I: Pausing for undefinedms
[207.75] I: Pausing for undefinedms
[207.752] I: Pausing for undefinedms
[207.753] I: Pausing for undefinedms
[207.754] I: Pausing for undefinedms
[207.754] I: Pausing for undefinedms
[207.755] I: Pausing for undefinedms
[207.757] I: Pausing for undefinedms
[207.758] I: Pausing for undefinedms
[207.76] I: Pausing for undefinedms
[207.761] I: Pausing for undefinedms
[207.762] I: Pausing for undefinedms
[207.763] I: Pausing for undefinedms
[207.765] I: Pausing for undefinedms
[207.766] I: Pausing for undefinedms
[207.767] I: Pausing for undefinedms
[207.768] I: Pausing for undefinedms
[207.77] I: Pausing for undefinedms
[207.771] I: Pausing for undefinedms
[207.772] I: Pausing for undefinedms
[207.772] I: Pausing for undefinedms
[207.773] I: Pausing for undefinedms
[207.775] I: Pausing for undefinedms
[207.776] I: Pausing for undefinedms
[207.778] I: Pausing for undefinedms
[207.779] I: Pausing for undefinedms
[207.78] I: Pausing for undefinedms
[207.781] I: Pausing for undefinedms
[207.783] I: Pausing for undefinedms
[207.784] I: Pausing for undefinedms
[207.785] I: Pausing for undefinedms
[207.785] I: Pausing for undefinedms
[207.786] I: Pausing for undefinedms
[207.788] I: Pausing for undefinedms
[207.789] I: Pausing for undefinedms
[207.79] I: Pausing for undefinedms
[207.791] I: Pausing for undefinedms
[207.793] I: Pausing for undefinedms
[207.794] I: Pausing for undefinedms
[207.795] I: Pausing for undefinedms
[207.796] I: Pausing for undefinedms
[207.798] I: Pausing for undefinedms
[207.799] I: Pausing for undefinedms
[207.8] I: Pausing for undefinedms
[207.801] I: Pausing for undefinedms
[207.803] I: Pausing for undefinedms
[207.804] I: Pausing for undefinedms
[207.805] I: Pausing for undefinedms
[207.806] I: Pausing for undefinedms
[207.808] I: Pausing for undefinedms
[207.808] I: Pausing for undefinedms
[207.81] I: Pausing for undefinedms
[207.811] I: Pausing for undefinedms
[207.812] I: Pausing for undefinedms
[207.813] I: Pausing for undefinedms
[207.815] I: Pausing for undefinedms
[207.816] I: Pausing for undefinedms
[207.817] I: Pausing for undefinedms
[207.818] I: Pausing for undefinedms
[207.82] I: Pausing for undefinedms
[207.821] I: Pausing for undefinedms
[207.822] I: Pausing for undefinedms
[207.823] I: Pausing for undefinedms
[207.825] I: Pausing for undefinedms
[207.827] I: Pausing for undefinedms
[207.828] I: Pausing for undefinedms
[207.829] I: Pausing for undefinedms
[207.83] I: Pausing for undefinedms
[207.832] I: Pausing for undefinedms
[207.833] I: Pausing for undefinedms
[207.834] I: Pausing for undefinedms
[207.835] I: Pausing for undefinedms
[207.836] I: Pausing for undefinedms
[207.838] I: Pausing for undefinedms
[207.839] I: Pausing for undefinedms
[207.84] I: Pausing for undefinedms
[207.842] I: Pausing for undefinedms
[207.843] I: Pausing for undefinedms
[207.845] I: Pausing for undefinedms
[207.846] I: Pausing for undefinedms
[207.847] I: Pausing for undefinedms
[207.849] I: Pausing for undefinedms
[207.85] I: Pausing for undefinedms
[207.851] I: Pausing for undefinedms
[207.852] I: Pausing for undefinedms
[207.853] I: Pausing for undefinedms
[207.855] I: Pausing for undefinedms
[207.856] I: Pausing for undefinedms
[207.857] I: Pausing for undefinedms
[207.857] I: Pausing for undefinedms
[207.858] I: Pausing for undefinedms
[207.86] I: Pausing for undefinedms
[207.861] I: Pausing for undefinedms
[207.862] I: Pausing for undefinedms
[207.863] I: Pausing for undefinedms
[207.865] I: Pausing for undefinedms
[207.866] I: Pausing for undefinedms
[207.867] I: Pausing for undefinedms
[207.868] I: Pausing for undefinedms
[207.869] I: Pausing for undefinedms
[207.87] I: Pausing for undefinedms
[207.872] I: Pausing for undefinedms
[207.873] I: Pausing for undefinedms
[207.874] I: Pausing for undefinedms
[207.874] I: Pausing for undefinedms
[207.875] I: Pausing for undefinedms
[207.876] I: Pausing for undefinedms
[207.878] I: Pausing for undefinedms
[207.879] I: Pausing for undefinedms
[207.88] I: Pausing for undefinedms
[207.881] I: Pausing for undefinedms
[207.882] I: Pausing for undefinedms
[207.884] I: Pausing for undefinedms
[207.885] I: Pausing for undefinedms
[207.886] I: Pausing for undefinedms
[207.887] I: Pausing for undefinedms
[207.888] I: Pausing for undefinedms
[207.889] I: Pausing for undefinedms
[207.891] I: Pausing for undefinedms
[207.892] I: Pausing for undefinedms
[207.893] I: Pausing for undefinedms
[207.894] I: Pausing for undefinedms
[207.895] I: Pausing for undefinedms
[207.897] I: Pausing for undefinedms
[207.898] I: Pausing for undefinedms
[207.899] I: Pausing for undefinedms
[207.9] I: Pausing for undefinedms
[207.901] I: Pausing for undefinedms
[207.903] I: Pausing for undefinedms
[207.904] I: Pausing for undefinedms
[207.905] I: Pausing for undefinedms
[207.906] I: Pausing for undefinedms
[207.907] I: Pausing for undefinedms
[207.908] I: Pausing for undefinedms
[207.91] I: Pausing for undefinedms
[207.911] I: Pausing for undefinedms
[207.912] I: Pausing for undefinedms
[207.913] I: Pausing for undefinedms
[207.914] I: Pausing for undefinedms
[207.916] I: Pausing for undefinedms
[207.917] I: Pausing for undefinedms
[207.918] I: Pausing for undefinedms
[207.919] I: Pausing for undefinedms
[207.92] I: Pausing for undefinedms
[207.922] I: Pausing for undefinedms
[207.923] I: Pausing for undefinedms
[207.924] I: Pausing for undefinedms
[207.926] I: Pausing for undefinedms
[207.927] I: Pausing for undefinedms
[207.929] I: Pausing for undefinedms
[207.93] I: Pausing for undefinedms
[207.93] I: Pausing for undefinedms
[207.931] I: Pausing for undefinedms
[207.932] I: Pausing for undefinedms
[207.934] I: Pausing for undefinedms
[207.935] I: Pausing for undefinedms
[207.936] I: Pausing for undefinedms
[207.937] I: Pausing for undefinedms
[207.938] I: Pausing for undefinedms
[207.94] I: Pausing for undefinedms
[207.941] I: Pausing for undefinedms
[207.943] I: Pausing for undefinedms
[207.944] I: Pausing for undefinedms
[207.945] I: Pausing for undefinedms
[207.947] I: Pausing for undefinedms
[207.948] I: Pausing for undefinedms
[207.949] I: Pausing for undefinedms
[207.95] I: Pausing for undefinedms
[207.951] I: Pausing for undefinedms
[207.953] I: Pausing for undefinedms
[207.954] I: Pausing for undefinedms
[207.955] I: Pausing for undefinedms
[207.956] I: Pausing for undefinedms
[207.959] I: Pausing for undefinedms
[207.961] I: Pausing for undefinedms
[207.962] I: Pausing for undefinedms
[207.964] I: Pausing for undefinedms
[207.965] I: Pausing for undefinedms
[207.966] I: Pausing for undefinedms
[207.967] I: Pausing for undefinedms
[207.968] I: Pausing for undefinedms
[207.97] I: Pausing for undefinedms
[207.971] I: Pausing for undefinedms
[207.972] I: Pausing for undefinedms
[207.973] I: Pausing for undefinedms
[207.975] I: Pausing for undefinedms
[207.977] I: Pausing for undefinedms
[207.978] I: Pausing for undefinedms
[207.98] I: Pausing for undefinedms
[207.981] I: Pausing for undefinedms
[207.982] I: Pausing for undefinedms
[207.984] I: Pausing for undefinedms
[207.985] I: Pausing for undefinedms
[207.986] I: Pausing for undefinedms
[207.987] I: Pausing for undefinedms
[207.988] I: Pausing for undefinedms
[207.99] I: Pausing for undefinedms
[207.991] I: Pausing for undefinedms
[207.992] I: Pausing for undefinedms
[207.993] I: Pausing for undefinedms
[207.995] I: Pausing for undefinedms
[207.996] I: Pausing for undefinedms
[207.997] I: Pausing for undefinedms
[207.997] I: Pausing for undefinedms
[207.998] I: Pausing for undefinedms
[208] I: Pausing for undefinedms
[208.001] I: Pausing for undefinedms
[208.002] I: Pausing for undefinedms
[208.003] I: Pausing for undefinedms
[208.004] I: Pausing for undefinedms
[208.006] I: Pausing for undefinedms
[208.007] I: Pausing for undefinedms
[208.008] I: Pausing for undefinedms
[208.01] I: Pausing for undefinedms
[208.011] I: Pausing for undefinedms
[208.012] I: Pausing for undefinedms
[208.014] I: Pausing for undefinedms
[208.015] I: Pausing for undefinedms
[208.016] I: Pausing for undefinedms
[208.017] I: Pausing for undefinedms
[208.018] I: Pausing for undefinedms
[208.019] I: Pausing for undefinedms
[208.021] I: Pausing for undefinedms
[208.022] I: Pausing for undefinedms
[208.023] I: Pausing for undefinedms
[208.024] I: Pausing for undefinedms
[208.026] I: Pausing for undefinedms
[208.028] I: Pausing for undefinedms
[208.029] I: Pausing for undefinedms
[208.03] I: Pausing for undefinedms
[208.032] I: Pausing for undefinedms
[208.033] I: Pausing for undefinedms
[208.034] I: Pausing for undefinedms
[208.035] I: Pausing for undefinedms
[208.036] I: Pausing for undefinedms
[208.038] I: Pausing for undefinedms
[208.039] I: Pausing for undefinedms
[208.04] I: Pausing for undefinedms
[208.04] I: Pausing for undefinedms
[208.042] I: Pausing for undefinedms
[208.043] I: Pausing for undefinedms
[208.044] I: Pausing for undefinedms
[208.046] I: Pausing for undefinedms
[208.047] I: Pausing for undefinedms
[208.048] I: Pausing for undefinedms
[208.049] I: Pausing for undefinedms
[208.051] I: Pausing for undefinedms
[208.052] I: Pausing for undefinedms
[208.053] I: Pausing for undefinedms
[208.053] I: Pausing for undefinedms
[208.054] I: Pausing for undefinedms
[208.056] I: Pausing for undefinedms
[208.057] I: Pausing for undefinedms
[208.058] I: Pausing for undefinedms
[208.06] I: Pausing for undefinedms
[208.061] I: Pausing for undefinedms
[208.062] I: Pausing for undefinedms
[208.064] I: Pausing for undefinedms
[208.065] I: Pausing for undefinedms
[208.066] I: Pausing for undefinedms
[208.067] I: Pausing for undefinedms
[208.068] I: Pausing for undefinedms
[208.07] I: Pausing for undefinedms
[208.071] I: Pausing for undefinedms
[208.072] I: Pausing for undefinedms
[208.073] I: Pausing for undefinedms
[208.075] I: Pausing for undefinedms
[208.076] I: Pausing for undefinedms
[208.076] I: Pausing for undefinedms
[208.077] I: Pausing for undefinedms
[208.078] I: Pausing for undefinedms
[208.08] I: Pausing for undefinedms
[208.081] I: Pausing for undefinedms
[208.082] I: Pausing for undefinedms
[208.083] I: Pausing for undefinedms
[208.084] I: Pausing for undefinedms
[208.086] I: Pausing for undefinedms
[208.087] I: Pausing for undefinedms
[208.088] I: Pausing for undefinedms
[208.089] I: Pausing for undefinedms
[208.091] I: Pausing for undefinedms
[208.092] I: Pausing for undefinedms
[208.093] I: Pausing for undefinedms
[208.094] I: Pausing for undefinedms
[208.096] I: Pausing for undefinedms
[208.097] I: Pausing for undefinedms
[208.098] I: Pausing for undefinedms
[208.099] I: Pausing for undefinedms
[208.101] I: Pausing for undefinedms
[208.102] I: Pausing for undefinedms
[208.103] I: Pausing for undefinedms
[208.104] I: Pausing for undefinedms
[208.106] I: Pausing for undefinedms
[208.107] I: Pausing for undefinedms
[208.108] I: Pausing for undefinedms
[208.11] I: Pausing for undefinedms
[208.111] I: Pausing for undefinedms
[208.112] I: Pausing for undefinedms
[208.113] I: Pausing for undefinedms
[208.115] I: Pausing for undefinedms
[208.116] I: Pausing for undefinedms
[208.117] I: Pausing for undefinedms
[208.118] I: Pausing for undefinedms
[208.119] I: Pausing for undefinedms
[208.121] I: Pausing for undefinedms
[208.122] I: Pausing for undefinedms
[208.123] I: Pausing for undefinedms
[208.125] I: Pausing for undefinedms
[208.126] I: Pausing for undefinedms
[208.127] I: Pausing for undefinedms
[208.129] I: Pausing for undefinedms
[208.13] I: Pausing for undefinedms
[208.131] I: Pausing for undefinedms
[208.132] I: Pausing for undefinedms
[208.133] I: Pausing for undefinedms
[208.135] I: Pausing for undefinedms
[208.136] I: Pausing for undefinedms
[208.137] I: Pausing for undefinedms
[208.138] I: Pausing for undefinedms
[208.14] I: Pausing for undefinedms
[208.141] I: Pausing for undefinedms
[208.142] I: Pausing for undefinedms
[208.143] I: Pausing for undefinedms
[208.145] I: Pausing for undefinedms
[208.146] I: Pausing for undefinedms
[208.147] I: Pausing for undefinedms
[208.148] I: Pausing for undefinedms
[208.15] I: Pausing for undefinedms
[208.151] I: Pausing for undefinedms
[208.152] I: Pausing for undefinedms
[208.153] I: Pausing for undefinedms
[208.155] I: Pausing for undefinedms
[208.156] I: Pausing for undefinedms
[208.157] I: Pausing for undefinedms
[208.158] I: Pausing for undefinedms
[208.16] I: Pausing for undefinedms
[208.161] I: Pausing for undefinedms
[208.162] I: Pausing for undefinedms
[208.164] I: Pausing for undefinedms
[208.165] I: Pausing for undefinedms
[208.166] I: Pausing for undefinedms
[208.167] I: Pausing for undefinedms
[208.168] I: Pausing for undefinedms
[208.17] I: Pausing for undefinedms
[208.171] I: Pausing for undefinedms
[208.172] I: Pausing for undefinedms
[208.173] I: Pausing for undefinedms
[208.175] I: Pausing for undefinedms
[208.177] I: Pausing for undefinedms
[208.178] I: Pausing for undefinedms
[208.179] I: Pausing for undefinedms
[208.181] I: Pausing for undefinedms
[208.182] I: Pausing for undefinedms
[208.183] I: Pausing for undefinedms
[208.184] I: Pausing for undefinedms
[208.186] I: Pausing for undefinedms
[208.187] I: Pausing for undefinedms
[208.188] I: Pausing for undefinedms
[208.188] I: Pausing for undefinedms
[208.189] I: Pausing for undefinedms
[208.191] I: Pausing for undefinedms
[208.192] I: Pausing for undefinedms
[208.194] I: Pausing for undefinedms
[208.194] I: Pausing for undefinedms
[208.196] I: Pausing for undefinedms
[208.197] I: Pausing for undefinedms
[208.198] I: Pausing for undefinedms
[208.199] I: Pausing for undefinedms
[208.201] I: Pausing for undefinedms
[208.202] I: Pausing for undefinedms
[208.203] I: Pausing for undefinedms
[208.204] I: Pausing for undefinedms
[208.206] I: Pausing for undefinedms
[208.207] I: Pausing for undefinedms
[208.208] I: Pausing for undefinedms
[208.21] I: Pausing for undefinedms
[208.211] I: Pausing for undefinedms
[208.212] I: Pausing for undefinedms
[208.213] I: Pausing for undefinedms
[208.214] I: Pausing for undefinedms
[208.216] I: Pausing for undefinedms
[208.217] I: Pausing for undefinedms
[208.218] I: Pausing for undefinedms
[208.219] I: Pausing for undefinedms
[208.22] I: Pausing for undefinedms
[208.222] I: Pausing for undefinedms
[208.223] I: Pausing for undefinedms
[208.224] I: Pausing for undefinedms
[208.225] I: Pausing for undefinedms
[208.227] I: Pausing for undefinedms
[208.228] I: Pausing for undefinedms
[208.229] I: Pausing for undefinedms
[208.231] I: Pausing for undefinedms
[208.232] I: Pausing for undefinedms
[208.233] I: Pausing for undefinedms
[208.234] I: Pausing for undefinedms
[208.236] I: Pausing for undefinedms
[208.237] I: Pausing for undefinedms
[208.238] I: Pausing for undefinedms
[208.238] I: Pausing for undefinedms
[208.239] I: Pausing for undefinedms
[208.241] I: Pausing for undefinedms
[208.242] I: Pausing for undefinedms
[208.247] I: Pausing for undefinedms
[208.248] I: Pausing for undefinedms
[208.249] I: Pausing for undefinedms
[208.251] I: Pausing for undefinedms
[208.252] I: Pausing for undefinedms
[208.253] I: Pausing for undefinedms
[208.254] I: Pausing for undefinedms
[208.256] I: Pausing for undefinedms
[208.257] I: Pausing for undefinedms
[208.258] I: Pausing for undefinedms
[208.26] I: Pausing for undefinedms
[208.261] I: Pausing for undefinedms
[208.262] I: Pausing for undefinedms
[208.264] I: Pausing for undefinedms
[208.265] I: Pausing for undefinedms
[208.266] I: Pausing for undefinedms
[208.267] I: Pausing for undefinedms
[208.268] I: Pausing for undefinedms
[208.27] I: Pausing for undefinedms
[208.271] I: Pausing for undefinedms
[208.272] I: Pausing for undefinedms
[208.273] I: Pausing for undefinedms
[208.275] I: Pausing for undefinedms
[208.276] I: Pausing for undefinedms
[208.278] I: Pausing for undefinedms
[208.279] I: Pausing for undefinedms
[208.28] I: Pausing for undefinedms
[208.28] I: Pausing for undefinedms
[208.281] I: Pausing for undefinedms
[208.282] I: Pausing for undefinedms
[208.284] I: Pausing for undefinedms
[208.285] I: Pausing for undefinedms
[208.286] I: Pausing for undefinedms
[208.287] I: Pausing for undefinedms
